                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                0.20266,                0.34264,                0.17071,                0.85511,                 0.9978,                0.97746,                 0.9805,                  0.974,                 0.9978,                0.97746,                 0.9805,                0.97038,                0.10753,                0.25982,                0.10688,                0.78711,             0.00048732,             0.00048732,             0.00048732
                     77,                0.20352,                0.33103,                0.16503,                0.85672,                0.99747,                0.97746,                0.98069,                0.97486,                0.99747,                0.97746,                0.98069,                 0.9726,                0.10352,                0.29115,                0.10166,                0.78676,             0.00048351,             0.00048351,             0.00048351
                     78,                0.20981,                0.32726,                0.16623,                0.85338,                0.99793,                0.97746,                0.98344,                0.97825,                0.99793,                0.97746,                0.98344,                0.97512,                0.11004,                0.29193,                0.10853,                0.79268,              0.0004797,              0.0004797,              0.0004797
                     79,                 0.2066,                0.35144,                0.16957,                0.85888,                0.99779,                0.97746,                0.98174,                0.97813,                0.99779,                0.97746,                0.98174,                0.97326,                0.12143,                 0.2164,                0.11311,                0.79303,              0.0004759,              0.0004759,              0.0004759
                     80,                0.20457,                0.33485,                0.16716,                0.85748,                0.99705,                0.97746,                0.97939,                0.97355,                0.99705,                0.97746,                0.97939,                0.97123,                0.11373,                0.31122,                0.11162,                0.79169,             0.00047209,             0.00047209,             0.00047209
                     81,                0.20133,                0.33041,                0.16309,                0.85478,                 0.9977,                0.97746,                0.97798,                0.97395,                 0.9977,                0.97746,                0.97798,                0.97185,                0.10872,                0.23926,                0.10267,                0.78962,             0.00046828,             0.00046828,             0.00046828
                     82,                0.20296,                 0.3319,                 0.1617,                0.85476,                 0.9982,                0.97746,                0.98428,                 0.9794,                 0.9982,                0.97746,                0.98428,                0.97358,                0.10713,                0.23227,                0.09951,                0.78684,             0.00046448,             0.00046448,             0.00046448
                     83,                0.20581,                0.33469,                0.16466,                0.85523,                 0.9888,                0.97746,                0.98365,                 0.9778,                 0.9888,                0.97746,                0.98365,                0.97459,                0.11266,                0.26436,                0.11001,                0.78789,             0.00046067,             0.00046067,             0.00046067
                     84,                0.20341,                0.32293,                0.16083,                0.85681,                0.99723,                0.97746,                0.98227,                0.97923,                0.99723,                0.97746,                0.98227,                0.97491,                0.10739,                0.26178,                0.10275,                0.78722,             0.00045686,             0.00045686,             0.00045686
                     85,                0.20339,                0.33324,                0.16308,                0.85639,                0.99765,                0.97746,                0.98124,                0.97493,                0.99765,                0.97746,                0.98124,                0.97134,                0.10391,                0.23158,                0.10043,                0.78497,             0.00045306,             0.00045306,             0.00045306
                     86,                0.19702,                0.30951,                0.16207,                 0.8533,                0.99825,                0.97746,                0.98231,                0.97761,                0.99825,                0.97746,                0.98231,                0.97404,                0.10454,                0.27902,                0.09915,                0.78516,             0.00044925,             0.00044925,             0.00044925
                     87,                 0.1953,                0.31649,                0.15877,                0.85071,                0.99775,                0.97746,                0.98096,                0.97765,                0.99775,                0.97746,                0.98096,                0.97463,                0.10462,                0.30007,                0.10019,                0.78749,             0.00044544,             0.00044544,             0.00044544
                     88,                0.19648,                0.30074,                0.15881,                0.85643,                0.99764,                0.97746,                0.98073,                0.97544,                0.99764,                0.97746,                0.98073,                0.97085,                0.10193,                0.29536,                0.09944,                0.78624,             0.00044164,             0.00044164,             0.00044164
                     89,                    0.2,                0.32197,                0.16317,                0.85476,                0.99723,                0.97746,                0.97952,                0.97285,                0.99723,                0.97746,                0.97952,                0.96718,                0.09777,                0.23309,                0.09698,                0.78384,             0.00043783,             0.00043783,             0.00043783
                     90,                0.19919,                0.32736,                0.15899,                0.85391,                0.99788,                0.97746,                0.98285,                0.97942,                0.99788,                0.97746,                0.98285,                0.97452,                0.10291,                0.29612,                0.09686,                0.78558,             0.00043402,             0.00043402,             0.00043402
                     91,                0.19823,                 0.3078,                0.15766,                0.85444,                0.99825,                0.97746,                0.98404,                0.97925,                0.99825,                0.97746,                0.98404,                0.97325,                0.10706,                0.21774,                0.11509,                0.79033,             0.00043022,             0.00043022,             0.00043022
                     92,                0.19984,                0.31287,                0.15461,                0.85293,                0.99825,                0.97746,                0.98285,                0.97755,                0.99825,                0.97746,                0.98285,                0.97604,                0.10704,                0.29952,                0.10226,                 0.7866,             0.00042641,             0.00042641,             0.00042641
                     93,                0.19939,                0.30927,                0.15943,                0.85245,                0.99747,                0.97746,                0.98069,                0.97636,                0.99747,                0.97746,                0.98069,                0.97172,                0.09462,                  0.287,                 0.0964,                0.78303,              0.0004226,              0.0004226,              0.0004226
                     94,                0.18936,                0.31089,                0.15477,                0.84888,                0.99765,                0.97746,                 0.9831,                0.98023,                0.99765,                0.97746,                 0.9831,                0.97687,                 0.1062,                0.33256,                0.10237,                0.78821,              0.0004188,              0.0004188,              0.0004188
