                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.23097,                0.23799,                0.37365,                0.85747,                0.99469,                0.97746,                0.97419,                0.95768,                0.99469,                0.97746,                0.97419,                0.95845,                0.21063,                0.20914,                 0.3188,                0.84199,             0.00070429,             0.00070429,             0.00070429
                     20,                0.24653,                0.23377,                0.39573,                  0.864,                0.99664,                0.97746,                0.97428,                0.96388,                0.99664,                0.97746,                0.97428,                0.95615,                0.18647,                0.22063,                0.27297,                0.82857,             0.00070048,             0.00070048,             0.00070048
                     21,                0.23525,                0.23274,                0.36474,                0.86547,                0.99138,                0.97746,                0.97472,                0.96548,                0.99138,                0.97746,                0.97472,                0.95707,                0.19696,                0.22984,                0.29829,                0.83154,             0.00069668,             0.00069668,             0.00069668
                     22,                0.23435,                0.22833,                0.36861,                0.86761,                0.99429,                0.97746,                0.97421,                0.96574,                0.99429,                0.97746,                0.97421,                0.95969,                0.19319,                0.29167,                 0.2978,                0.82851,             0.00069287,             0.00069287,             0.00069287
                     23,                0.23387,                0.28031,                0.35663,                0.86772,                0.99598,                0.97746,                0.97475,                0.96793,                0.99598,                0.97746,                0.97475,                 0.9604,                0.18339,                0.19503,                0.24901,                0.82377,             0.00068906,             0.00068906,             0.00068906
                     24,                0.23026,                0.24529,                0.34485,                0.86671,                0.99604,                0.97746,                0.97469,                0.97003,                0.99604,                0.97746,                0.97469,                0.96462,                0.18812,                0.18763,                0.25318,                 0.8217,             0.00068526,             0.00068526,             0.00068526
                     25,                0.23267,                0.22089,                0.34352,                0.85964,                0.99437,                0.97746,                0.97556,                0.96298,                0.99437,                0.97746,                0.97556,                0.95872,                0.21083,                0.24894,                 0.2806,                0.84232,             0.00068145,             0.00068145,             0.00068145
                     26,                0.22888,                 0.2499,                 0.3323,                0.86423,                0.99648,                0.97746,                 0.9748,                0.96069,                0.99648,                0.97746,                0.97461,                0.95882,                0.18109,                0.19762,                 0.2349,                0.82202,             0.00067764,             0.00067764,             0.00067764
                     27,                0.22821,                0.23142,                0.33103,                0.86048,                 0.9863,                0.97746,                0.97436,                 0.9636,                 0.9863,                0.97746,                0.97436,                0.95667,                0.18396,                0.27909,                0.26213,                0.82465,             0.00067384,             0.00067384,             0.00067384
                     28,                 0.2157,                0.24138,                0.32723,                0.85725,                0.99647,                0.97746,                0.97469,                 0.9671,                0.99647,                0.97746,                0.97469,                0.95814,                0.16317,                0.23665,                0.21687,                0.80767,             0.00067003,             0.00067003,             0.00067003
                     29,                0.22613,                0.20091,                0.32208,                0.86308,                0.99197,                0.97746,                0.97518,                0.96611,                0.99197,                0.97746,                0.97518,                0.96223,                0.18121,                0.20286,                0.21154,                0.82718,             0.00066622,             0.00066622,             0.00066622
                     30,                0.23399,                0.18829,                0.31563,                0.86393,                0.98395,                0.97746,                 0.9755,                0.96691,                0.98395,                0.97746,                 0.9755,                0.96049,                0.16603,                0.27161,                0.21242,                0.81795,             0.00066242,             0.00066242,             0.00066242
                     31,                0.22153,                0.22051,                0.29991,                0.86087,                0.99204,                0.95841,                 0.9744,                0.96748,                0.99204,                0.95841,                 0.9744,                 0.9623,                0.15949,                0.19677,                0.22526,                0.80906,             0.00065861,             0.00065861,             0.00065861
                     32,                0.21114,                0.20352,                0.28659,                0.85783,                0.99566,                0.97746,                0.97462,                0.96555,                0.99566,                0.97746,                0.97462,                0.96009,                0.17333,                 0.2416,                0.22432,                0.81542,              0.0006548,              0.0006548,              0.0006548
                     33,                0.21217,                0.22169,                0.29888,                0.85598,                0.95732,                0.97221,                0.97339,                 0.9417,                0.95732,                0.97221,                0.97339,                0.95981,                0.27373,                0.24842,                0.35456,                0.88576,               0.000651,               0.000651,               0.000651
                     34,                0.21284,                0.22659,                0.29193,                0.86006,                0.99622,                0.97746,                0.97521,                0.96684,                0.99622,                0.97746,                0.97521,                0.96088,                0.15755,                0.23592,                0.19304,                0.81215,             0.00064719,             0.00064719,             0.00064719
                     35,                0.20946,                0.23638,                0.29269,                0.86527,                0.99333,                0.97746,                0.97695,                0.96966,                0.99333,                0.97746,                0.97695,                0.96333,                0.16139,                0.20976,                 0.2053,                0.81686,             0.00064338,             0.00064338,             0.00064338
                     36,                0.20211,                0.22678,                0.26666,                0.86163,                0.99376,                0.97746,                0.97793,                0.97182,                0.99376,                0.97746,                0.97793,                0.96439,                0.14147,                0.33875,                0.18376,                0.80688,             0.00063958,             0.00063958,             0.00063958
                     37,                0.20623,                0.19554,                0.25877,                0.85469,                0.99607,                0.97746,                0.97653,                0.97007,                0.99607,                0.97746,                0.97653,                0.96623,                0.15791,                0.32067,                0.19511,                0.81302,             0.00063577,             0.00063577,             0.00063577
                     38,                0.20608,                0.20674,                0.25579,                0.85543,                0.99122,                0.97602,                0.97647,                0.97003,                0.99122,                0.97602,                0.97647,                0.96189,                0.14992,                0.24813,                0.18396,                 0.8053,             0.00063196,             0.00063196,             0.00063196
                     39,                0.21402,                 0.1866,                 0.2587,                0.86173,                0.99681,                0.97746,                 0.9761,                0.96783,                0.99681,                0.97746,                 0.9761,                0.95783,                0.14858,                 0.3002,                0.17448,                0.80642,             0.00062816,             0.00062816,             0.00062816
                     40,                0.19966,                 0.1957,                0.25241,                0.85006,                0.99641,                0.97746,                0.97609,                0.96517,                0.99641,                0.97746,                0.97609,                0.96306,                0.15589,                0.28952,                0.17594,                0.81419,             0.00062435,             0.00062435,             0.00062435
                     41,                0.19897,                0.20307,                0.24835,                0.85124,                0.99695,                0.97746,                0.97551,                0.96886,                0.99695,                0.97746,                0.97551,                 0.9634,                0.14398,                 0.1706,                0.16167,                0.80434,             0.00062054,             0.00062054,             0.00062054
                     42,                0.20546,                0.22428,                0.25551,                0.85873,                0.99638,                0.97746,                0.97903,                0.97229,                0.99638,                0.97746,                0.97903,                0.96453,                0.15352,                0.23211,                0.18271,                0.81495,             0.00061674,             0.00061674,             0.00061674
                     43,                0.20153,                0.17242,                 0.2468,                 0.8563,                0.99607,                0.97746,                0.97675,                0.97024,                0.99607,                0.97746,                0.97675,                0.96178,                0.15828,                0.20402,                0.18091,                0.81366,             0.00061293,             0.00061293,             0.00061293
                     44,                0.20012,                 0.1738,                0.23764,                0.84966,                0.99609,                0.97746,                0.97609,                0.96852,                0.99609,                0.97746,                0.97609,                 0.9633,                0.16276,                0.19326,                0.17115,                0.80896,             0.00060912,             0.00060912,             0.00060912
                     45,                0.19431,                0.19107,                0.23016,                0.84752,                0.99654,                0.97746,                0.97741,                0.96795,                0.99654,                0.97746,                0.97741,                0.96741,                0.17572,                0.22346,                0.19075,                0.82239,             0.00060532,             0.00060532,             0.00060532
                     46,                0.20328,                0.18799,                0.25471,                0.85347,                0.98956,                0.97746,                0.97652,                0.96913,                0.98956,                0.97746,                0.97652,                0.96307,                0.17566,                0.32503,                0.22273,                0.82206,             0.00060151,             0.00060151,             0.00060151
                     47,                 0.2019,                0.20254,                0.24888,                 0.8524,                0.98765,                0.97746,                0.97734,                0.96737,                0.98765,                0.97746,                0.97734,                0.95644,                 0.1714,                0.31711,                0.19987,                0.82329,             0.00059771,             0.00059771,             0.00059771
                     48,                0.19921,                 0.2062,                0.25633,                0.86086,                0.96748,                0.96346,                0.97703,                0.97182,                0.96748,                0.96346,                0.97703,                0.96279,                0.15728,                0.22427,                0.20688,                0.81165,              0.0005939,              0.0005939,              0.0005939
                     49,                 0.1963,                0.19931,                0.23743,                0.85449,                0.99644,                0.97746,                0.97662,                0.97001,                0.99644,                0.97746,                0.97662,                0.96645,                0.15549,                0.17095,                0.17218,                 0.8095,             0.00059009,             0.00059009,             0.00059009
                     50,                0.20331,                0.22891,                 0.2403,                0.85265,                0.99677,                0.97746,                0.97783,                0.96983,                0.99677,                0.97746,                0.97783,                0.96605,                0.15796,                0.30896,                0.17973,                0.81357,             0.00058629,             0.00058629,             0.00058629
                     51,                0.19584,                0.17363,                0.22439,                 0.8508,                0.99445,                0.97746,                0.97814,                0.97447,                0.99445,                0.97746,                0.97814,                0.96704,                0.14945,                0.29025,                0.17214,                0.80203,             0.00058248,             0.00058248,             0.00058248
                     52,                0.19253,                0.21981,                0.21774,                0.85251,                0.99536,                0.97746,                0.97743,                0.97125,                0.99536,                0.97746,                0.97743,                0.96919,                0.14961,                0.21721,                0.16725,                0.81014,             0.00057867,             0.00057867,             0.00057867
                     53,                0.19862,                0.19514,                0.22023,                0.84917,                0.99246,                0.97746,                0.97903,                0.97185,                0.99246,                0.97746,                0.97903,                0.96713,                0.15257,                0.30122,                0.17939,                0.80864,             0.00057487,             0.00057487,             0.00057487
                     54,                 0.1949,                0.21977,                0.22226,                0.85567,                0.99671,                0.97746,                0.97962,                0.97386,                0.99671,                0.97746,                0.97962,                0.97015,                0.14337,                0.32592,                0.15776,                0.80571,             0.00057106,             0.00057106,             0.00057106
                     55,                0.19748,                 0.2004,                0.23975,                0.85288,                0.99665,                0.97746,                0.97773,                0.97247,                0.99665,                0.97746,                0.97773,                0.96616,                0.16352,                 0.3502,                0.16474,                0.81207,             0.00056725,             0.00056725,             0.00056725
                     56,                0.19278,                0.19893,                0.21684,                0.85442,                0.99531,                0.97746,                0.97877,                0.97385,                0.99531,                0.97746,                0.97877,                0.96926,                0.14617,                0.26499,                 0.1608,                0.80819,             0.00056345,             0.00056345,             0.00056345
                     57,                0.19718,                0.23112,                0.24059,                0.86454,                0.99528,                0.97746,                0.97663,                 0.9688,                0.99528,                0.97746,                0.97663,                0.96319,                0.14437,                0.20259,                0.16153,                  0.804,             0.00055964,             0.00055964,             0.00055964
                     58,                  0.194,                0.22089,                0.23239,                0.85276,                0.99688,                0.97746,                 0.9776,                0.97141,                0.99688,                0.97746,                 0.9776,                0.96256,                0.15248,                 0.3615,                0.15995,                 0.8072,             0.00055583,             0.00055583,             0.00055583
                     59,                0.19847,                0.26536,                0.22773,                 0.8583,                0.99458,                0.97746,                0.97651,                0.97125,                0.99458,                0.97746,                0.97651,                0.96262,                0.14822,                0.20203,                0.16965,                0.80805,             0.00055203,             0.00055203,             0.00055203
                     60,                0.18945,                0.23821,                0.21668,                0.85771,                0.99718,                0.97746,                0.97933,                0.97492,                0.99718,                0.97746,                0.97933,                0.96996,                0.16838,                 0.2298,                 0.1798,                0.82391,             0.00054822,             0.00054822,             0.00054822
                     61,                0.20226,                0.22177,                0.23698,                0.85327,                0.99649,                0.97746,                  0.981,                0.97455,                0.99649,                0.97746,                  0.981,                0.96925,                0.14532,                0.34456,                0.15829,                0.80864,             0.00054441,             0.00054441,             0.00054441
                     62,                0.18823,                0.20758,                0.21331,                0.84888,                0.99522,                0.97746,                0.97839,                 0.9719,                0.99522,                0.97746,                0.97839,                0.96676,                0.13503,                0.28076,                0.16153,                 0.8023,             0.00054061,             0.00054061,             0.00054061
                     63,                0.19681,                0.20768,                0.21413,                0.84974,                0.99724,                0.97746,                0.97773,                0.97166,                0.99724,                0.97746,                0.97773,                0.96786,                0.15084,                0.26594,                0.16587,                0.80786,              0.0005368,              0.0005368,              0.0005368
                     64,                0.18577,                0.18509,                0.20537,                0.85053,                0.99531,                0.97746,                0.97718,                0.97176,                0.99531,                0.97746,                0.97718,                0.96864,                0.13332,                0.28014,                0.14291,                0.80415,             0.00053299,             0.00053299,             0.00053299
                     65,                0.18582,                0.19699,                0.20173,                0.84778,                0.99704,                0.97746,                0.97853,                0.97265,                0.99704,                0.97746,                0.97853,                0.96742,                0.13073,                0.35969,                0.13239,                0.80191,             0.00052919,             0.00052919,             0.00052919
                     66,                0.18234,                0.19642,                0.20376,                0.85372,                 0.9941,                0.97746,                0.98041,                0.97114,                 0.9941,                0.97746,                0.98041,                0.96884,                0.13393,                0.37394,                0.14119,                0.79954,             0.00052538,             0.00052538,             0.00052538
                     67,                0.18655,                0.20831,                0.21021,                0.85127,                0.99637,                0.97746,                0.97566,                0.96977,                0.99637,                0.97746,                0.97566,                0.96457,                0.13329,                0.30175,                0.15053,                0.80061,             0.00052157,             0.00052157,             0.00052157
                     68,                0.18991,                0.16751,                0.20695,                0.85156,                0.99611,                0.97746,                 0.9759,                0.97093,                0.99611,                0.97746,                 0.9759,                0.96485,                0.13615,                 0.2423,                0.14363,                0.79926,             0.00051777,             0.00051777,             0.00051777
                     69,                0.17516,                 0.2062,                0.19723,                0.84312,                0.99735,                0.97746,                0.97839,                0.97244,                0.99735,                0.97746,                0.97839,                0.96795,                0.13345,                0.27116,                0.14559,                0.80266,             0.00051396,             0.00051396,             0.00051396
                     70,                0.18488,                0.21314,                0.20171,                0.85186,                0.99734,                0.97746,                0.97744,                 0.9717,                0.99734,                0.97746,                0.97744,                0.96783,                 0.1191,                 0.3262,                0.13008,                0.79588,             0.00051015,             0.00051015,             0.00051015
                     71,                0.18263,                0.19192,                0.19209,                0.84832,                0.99627,                0.97746,                0.97766,                0.97229,                0.99627,                0.97746,                0.97766,                 0.9703,                0.15078,                0.23846,                0.15638,                0.81524,             0.00050635,             0.00050635,             0.00050635
                     72,                0.18298,                0.17315,                 0.2027,                0.84676,                0.99648,                0.97746,                0.97802,                0.97072,                0.99648,                0.97746,                0.97802,                  0.967,                0.13282,                0.27905,                0.14765,                 0.8099,             0.00050254,             0.00050254,             0.00050254
                     73,                0.17787,                0.19336,                0.19284,                0.85254,                0.99699,                0.97746,                0.97683,                0.97009,                0.99699,                0.97746,                0.97683,                0.96769,                0.13066,                0.22804,                0.13792,                0.80711,             0.00049873,             0.00049873,             0.00049873
                     74,                0.18532,                0.16799,                0.20281,                0.85692,                0.99709,                0.97746,                0.97806,                0.97222,                0.99709,                0.97746,                0.97806,                0.96547,                0.12194,                0.18669,                0.13213,                 0.7988,             0.00049493,             0.00049493,             0.00049493
                     75,                0.17609,                0.15788,                0.19337,                0.84817,                0.99672,                0.97746,                0.97907,                0.97253,                0.99672,                0.97746,                0.97907,                0.96642,                0.12657,                 0.2741,                0.13002,                0.80078,             0.00049112,             0.00049112,             0.00049112
                     76,                0.18249,                0.17987,                0.19201,                0.85302,                0.99695,                0.97746,                0.98033,                0.97594,                0.99695,                0.97746,                0.98033,                0.96952,                 0.1188,                0.30931,                0.13669,                0.79744,             0.00048732,             0.00048732,             0.00048732
                     77,                0.19122,                0.22291,                0.20788,                0.85537,                0.99712,                0.97746,                0.97932,                 0.9724,                0.99712,                0.97746,                0.97932,                0.96723,                0.12983,                0.24474,                0.14985,                0.80038,             0.00048351,             0.00048351,             0.00048351
                     78,                0.17661,                0.21959,                0.18211,                 0.8484,                0.99698,                0.97746,                0.97995,                 0.9726,                0.99698,                0.97746,                0.97995,                0.96666,                0.12502,                0.23857,                0.13005,                0.79774,              0.0004797,              0.0004797,              0.0004797
                     79,                0.16957,                0.19053,                0.19022,                0.84943,                0.99704,                0.97746,                0.98137,                0.97768,                0.99704,                0.97746,                0.98137,                0.97453,                 0.1326,                0.23643,                0.13386,                0.80264,              0.0004759,              0.0004759,              0.0004759
                     80,                0.17477,                0.19153,                0.19621,                0.85383,                0.99695,                0.97746,                0.97853,                0.97314,                0.99695,                0.97746,                0.97853,                0.97033,                0.13238,                0.21812,                0.14266,                0.80456,             0.00047209,             0.00047209,             0.00047209
                     81,                0.16992,                 0.1624,                0.19113,                0.84194,                0.99732,                0.97746,                 0.9802,                0.97291,                0.99732,                0.97746,                 0.9802,                0.97093,                0.12186,                0.26557,                0.13271,                0.79865,             0.00046828,             0.00046828,             0.00046828
                     82,                0.16825,                0.19032,                0.18152,                0.84849,                0.99676,                0.97746,                0.97772,                0.97131,                0.99676,                0.97746,                0.97772,                0.96522,                0.11459,                0.27605,                 0.1202,                0.79568,             0.00046448,             0.00046448,             0.00046448
                     83,                0.17331,                0.15457,                0.17714,                0.85499,                0.99666,                0.97746,                0.97776,                0.97331,                0.99666,                0.97746,                0.97776,                0.97069,                0.11278,                0.29675,                0.12969,                0.79636,             0.00046067,             0.00046067,             0.00046067
                     84,                0.17117,                0.22289,                0.17583,                0.84745,                0.99759,                0.97746,                 0.9828,                0.97859,                0.99759,                0.97746,                 0.9828,                0.97575,                0.11398,                0.28499,                 0.1152,                0.79418,             0.00045686,             0.00045686,             0.00045686
                     85,                0.17421,                0.18141,                0.18039,                0.84833,                0.99705,                0.97746,                0.98049,                0.97525,                0.99705,                0.97746,                0.98049,                0.96996,                0.13326,                0.24298,                0.13517,                0.80044,             0.00045306,             0.00045306,             0.00045306
                     86,                0.17081,                0.16642,                0.18352,                 0.8503,                0.99716,                0.97746,                   0.98,                0.97609,                0.99716,                0.97746,                   0.98,                0.97151,                0.13183,                0.26311,                0.15195,                0.80049,             0.00044925,             0.00044925,             0.00044925
                     87,                0.17438,                0.17422,                0.18516,                0.85744,                0.99725,                0.97746,                0.97911,                0.97166,                0.99725,                0.97746,                0.97911,                0.96432,                0.13203,                0.31171,                0.13233,                0.80256,             0.00044544,             0.00044544,             0.00044544
                     88,                0.16824,                0.23147,                0.17641,                0.84297,                0.99679,                0.97746,                0.97714,                0.97155,                0.99679,                0.97746,                0.97714,                0.96285,                 0.1225,                0.25676,                0.12742,                0.79841,             0.00044164,             0.00044164,             0.00044164
                     89,                0.17412,                 0.1743,                 0.2011,                0.84673,                 0.9964,                0.97746,                0.97991,                0.97356,                 0.9964,                0.97746,                0.97991,                 0.9685,                0.12025,                0.26474,                0.13023,                0.79644,             0.00043783,             0.00043783,             0.00043783
                     90,                0.16592,                0.16398,                0.17803,                0.84716,                 0.9971,                0.97746,                0.97775,                 0.9739,                 0.9971,                0.97746,                0.97775,                0.96585,                0.12378,                0.20223,                0.12384,                0.80004,             0.00043402,             0.00043402,             0.00043402
                     91,                0.16637,                0.20255,                0.18112,                0.84809,                0.99643,                0.97746,                0.98058,                0.97699,                0.99643,                0.97746,                0.98058,                0.97504,                0.11234,                0.19638,                0.12166,                0.79695,             0.00043022,             0.00043022,             0.00043022
                     92,                0.16759,                 0.1819,                0.17383,                0.84716,                0.99695,                0.97746,                0.97895,                0.97448,                0.99695,                0.97746,                0.97895,                0.97005,                 0.1169,                0.28505,                0.13316,                0.79782,             0.00042641,             0.00042641,             0.00042641
                     93,                0.17014,                0.20053,                0.17929,                0.84219,                0.99619,                0.97746,                0.97998,                0.97457,                0.99619,                0.97746,                0.97998,                0.96759,                0.11931,                 0.2597,                0.14008,                0.79836,              0.0004226,              0.0004226,              0.0004226
                     94,                0.17036,                 0.2002,                0.17801,                0.85043,                0.99582,                0.97746,                0.97926,                0.97317,                0.99582,                0.97746,                0.97926,                0.97139,                0.10903,                0.26875,                0.12232,                0.79442,              0.0004188,              0.0004188,              0.0004188
                     95,                 0.1614,                0.18283,                 0.1697,                0.84159,                 0.9953,                0.97746,                0.98067,                0.97617,                 0.9953,                0.97746,                0.98067,                0.97022,                0.11408,                0.31195,                0.12811,                0.79402,             0.00041499,             0.00041499,             0.00041499
                     96,                0.16829,                0.14749,                0.17416,                0.84419,                0.99754,                0.97746,                0.98418,                 0.9778,                0.99754,                0.97746,                0.98418,                0.97223,                0.12907,                0.30024,                0.14046,                0.80077,             0.00041118,             0.00041118,             0.00041118
                     97,                0.16309,                0.16169,                0.17124,                0.84914,                0.99679,                0.97746,                0.98216,                0.97572,                0.99679,                0.97746,                0.98216,                0.97151,                0.12144,                0.27533,                0.12899,                0.79908,             0.00040738,             0.00040738,             0.00040738
                     98,                0.16816,                0.19659,                0.18005,                0.85139,                0.99662,                0.97746,                0.98016,                0.97483,                0.99662,                0.97746,                0.98016,                 0.9689,                0.12198,                0.24417,                0.13104,                0.79918,             0.00040357,             0.00040357,             0.00040357
                     99,                0.16278,                0.16576,                0.16934,                0.84858,                0.99764,                0.97746,                0.98043,                0.97657,                0.99764,                0.97746,                0.98043,                 0.9728,                0.11682,                0.22653,                0.11801,                0.79405,             0.00039976,             0.00039976,             0.00039976
                    100,                0.16533,                0.16031,                0.17092,                0.84291,                0.99723,                0.97746,                0.98096,                0.97371,                0.99723,                0.97746,                0.98096,                0.96821,                0.11415,                0.28925,                 0.1218,                0.79438,             0.00039596,             0.00039596,             0.00039596
                    101,                0.16858,                0.16772,                0.18538,                0.84607,                0.99176,                0.97746,                0.97821,                0.97117,                0.99176,                0.97746,                0.97821,                0.96646,                 0.1308,                0.33145,                0.14045,                0.80274,             0.00039215,             0.00039215,             0.00039215
                    102,                0.16336,                0.20406,                0.17106,                0.84357,                0.99726,                0.97746,                0.98228,                0.97873,                0.99726,                0.97746,                0.98228,                0.97334,                0.11525,                0.22527,                0.12031,                0.79636,             0.00038835,             0.00038835,             0.00038835
                    103,                0.16918,                0.18342,                0.17347,                0.85192,                0.99706,                0.97746,                0.98186,                0.97686,                0.99706,                0.97746,                0.98186,                0.97143,                0.13239,                0.24513,                0.14437,                0.80058,             0.00038454,             0.00038454,             0.00038454
                    104,                0.16347,                0.16399,                0.17187,                 0.8502,                0.99709,                0.97746,                0.98209,                 0.9771,                0.99709,                0.97746,                0.98209,                0.97241,                0.11173,                0.26889,                0.11635,                0.79352,             0.00038073,             0.00038073,             0.00038073
                    105,                0.15968,                0.17937,                0.16623,                0.84489,                0.99691,                0.97746,                0.97893,                0.97251,                0.99691,                0.97746,                0.97893,                0.96921,                0.11213,                0.27553,                0.11344,                0.79316,             0.00037693,             0.00037693,             0.00037693
                    106,                0.16024,                0.19442,                0.16925,                 0.8438,                0.99692,                0.97746,                0.98136,                0.97659,                0.99692,                0.97746,                0.98136,                0.97013,                0.10214,                0.22183,                0.11281,                0.78871,             0.00037312,             0.00037312,             0.00037312
                    107,                 0.1558,                0.18884,                0.16688,                0.84694,                0.99686,                0.97746,                 0.9825,                0.97696,                0.99686,                0.97746,                 0.9825,                0.97154,                0.11246,                0.19954,                 0.1175,                 0.7938,             0.00036931,             0.00036931,             0.00036931
                    108,                0.15952,                0.17866,                0.17267,                0.84319,                0.99766,                0.97746,                0.98256,                0.97622,                0.99766,                0.97746,                0.98256,                0.97041,                0.11199,                0.19546,                0.13001,                0.79587,             0.00036551,             0.00036551,             0.00036551
                    109,                0.16464,                0.20137,                0.16909,                0.84736,                0.99744,                0.97746,                0.97968,                0.97653,                0.99744,                0.97746,                0.97968,                0.97341,                0.10238,                0.25987,                 0.1123,                 0.7904,              0.0003617,              0.0003617,              0.0003617
                    110,                0.15869,                0.15894,                 0.1602,                0.84333,                0.99615,                0.97746,                0.98115,                0.97687,                0.99615,                0.97746,                0.98115,                 0.9744,                0.10734,                0.28061,                0.11548,                0.79065,             0.00035789,             0.00035789,             0.00035789
                    111,                0.15277,                0.17557,                0.16874,                0.84099,                0.99695,                0.97746,                0.98017,                0.97582,                0.99695,                0.97746,                0.98017,                0.96983,                0.11635,                0.27171,                0.12025,                 0.7952,             0.00035409,             0.00035409,             0.00035409
